AED,1.0316,1.0
AUD,2.9265,1.0
BGN,2.3857,1.0
BRL,1.1573,1.0
CAD,2.9422,1.0
CHF,4.002,1.0
CNY,0.5983,1.0
CZK,0.1838,1.0
DKK,0.6264,1.0
EGP,0.2153,1.0
EUR,4.6659,1.0
GBP,5.3603,1.0
HRK,0.6269,1.0
HUF,1.497,100.0
INR,0.0582,1.0
JPY,3.5883,100.0
KRW,0.3514,100.0
MDL,0.2297,1.0
MXN,0.2051,1.0
NOK,0.4901,1.0
NZD,2.7438,1.0
PLN,1.1052,1.0
RSD,0.0394,1.0
RUB,0.0665,1.0
SEK,0.4619,1.0
THB,0.1211,1.0
TRY,0.9661,1.0
UAH,0.144,1.0
USD,3.7891,1.0
XAU,161.9868,1.0
XDR,5.508,1.0
ZAR,0.3204,1.0
